rank,name,year,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,esrb_rating,userscore,metascore
9231,MYSIMS COLLECTION,2010-01-01,Misc,0.13,0,0,0.01,0.14,,,,
9232,CITIES: SKYLINES,2015-01-01,Simulation,0,0.13,0,0.01,0.14,,,8.9,85
9234,APE ESCAPE ACADEMY (JP SALES),2004-01-01,Misc,0,0,0.13,0,0.14,,,,
9235,FIFA 06 SOCCER,2005-01-01,Sports,0.11,0.03,0,0,0.14,,,,
9240,PRO YAKYUU NETSU STAR 2006,2006-01-01,Sports,0,0,0.14,0,0.14,,,,
9241,THE HISTORY CHANNEL: CIVIL WAR - A NATION DIVIDED,2006-01-01,Shooter,0.13,0,0,0.01,0.14,5.2,T,6.9,53
9242,ZETTA HERO PROJECT: UNLOSING RANGER VS. DARKDEATH EVILMAN,2010-01-01,Role-Playing,0.07,0,0.06,0.01,0.14,,,,
9243,CYBER SLED,1995-01-01,Action,0,0,0.13,0.01,0.14,,,,
9245,FAMISTA RETURNS,2015-01-01,Sports,0,0,0.14,0,0.14,,,,
9246,BUST-A-MOVE DELUXE,2006-01-01,Puzzle,0.13,0,0,0.01,0.14,7.1,E,,
9247,I SPY: UNIVERSE,2010-01-01,Puzzle,0.13,0,0,0.01,0.14,,,,
9248,SHINING SOUL,2002-01-01,Role-Playing,0.03,0.01,0.09,0,0.14,,,8.5,58
9249,LITTLEST PET SHOP: SPRING,2009-01-01,Simulation,0.12,0,0,0.01,0.14,,,,
9250,THE AMAZING RACE,2010-01-01,Misc,0.13,0,0,0.01,0.14,,,,
9256,LET'S CHEER,2011-01-01,Misc,0.12,0,0,0.01,0.14,,,,
9258,IN THE HUNT,1995-01-01,Shooter,0.03,0.02,0.07,0.01,0.14,,,,
9259,DAYTONA USA CHAMPIONSHIP CIRCUIT EDITION,1995-01-01,Racing,0,0,0.14,0,0.14,,,,
9264,ALONE IN THE DARK: INFERNO,2008-01-01,Adventure,0.09,0.03,0,0.02,0.14,,,5.4,69
9268,FEAR FACTOR: UNLEASHED,2004-01-01,Action,0.1,0.04,0,0,0.14,3,T,3,30
9269,VIKING: BATTLE FOR ASGARD,2007-01-01,Action,0.3,0.42,0,0.12,0.84,6.2,M,7.4,65
9270,VAMPIRE MOON: THE MYSTERY OF THE HIDDEN SUN,2010-01-01,Adventure,0.12,0.01,0,0.01,0.14,,,,
9271,PAWS & CLAWS: PET VET 2,2007-01-01,Simulation,0.13,0,0,0.01,0.14,,,,
9274,BIT.TRIP SAGA,2011-01-01,Misc,0.09,0.04,0,0.01,0.14,7.5,E,7.9,75
9275,TOUCH MY KATAMARI,2011-01-01,Puzzle,0.08,0.04,0,0.02,0.14,,,7.4,69
9276,MOTOGP '06,2006-01-01,Racing,0.11,0.01,0,0.01,0.14,8.3,E,7.4,80
9277,HOUSHINENGI,1998-01-01,Strategy,0,0,0.13,0.01,0.14,,,,
9279,PET PALS: ANIMAL DOCTOR,2008-01-01,Simulation,0.13,0,0,0.01,0.14,,,,
9280,LEGO ISLAND XTREME STUNTS,2002-01-01,Racing,0.1,0.04,0,0,0.14,,,,
9281,CRUISE SHIP VACATION GAMES,2009-01-01,Puzzle,0.13,0,0,0.01,0.14,,,,
9282,YU-GI-OH! GX: TAG FORCE,2006-01-01,Strategy,0.09,0.03,0,0.02,0.14,6,E,,
9283,GOURMET CHEF: COOK YOUR WAY TO FAME,2008-01-01,Misc,0.13,0,0,0.01,0.14,,,,
9284,LEARN MATH,2009-01-01,Puzzle,0.13,0,0,0.01,0.14,,,,
9285,NITROBIKE,2008-01-01,Racing,0.11,0.01,0,0.01,0.14,,,7.1,49
9286,MAGNETICA,2006-01-01,Puzzle,0.08,0.01,0.03,0.01,0.14,,,8.1,68
9287,WORLD SOCCER WINNING ELEVEN 9 BONUS PACK,2006-01-01,Sports,0,0,0.14,0,0.14,,,,
9289,HOT WHEELS: WORLD RACE,2003-01-01,Racing,0.1,0.04,0,0,0.14,,,,
9294,SHINING RESONANCE,2014-01-01,Role-Playing,0,0,0.14,0,0.14,,,,
9295,WORLD TOUR SOCCER 2002,2001-01-01,Sports,0.07,0.05,0,0.02,0.14,,,7.5,77
9298,WILD EARTH: AFRICAN SAFARI,2008-01-01,Simulation,0.11,0.02,0,0.01,0.14,,,,
9299,APEX,2003-01-01,Racing,0.1,0.03,0,0,0.14,,,7.9,74
9300,KAMEN RIDER BATTLE: GANBARIDE,2010-01-01,Strategy,0,0,0.14,0,0.14,,,,
9301,TOMB RAIDER: THE PROPHECY,2002-01-01,Action,0.1,0.04,0,0,0.14,,,8.9,66
9302,VAMPIRE NIGHT,2001-01-01,Shooter,0.07,0.05,0,0.02,0.14,6.4,T,7.8,65
9303,KORORINPA: MARBLE MANIA,2006-01-01,Puzzle,0.08,0.02,0.03,0.01,0.14,,,8.3,69
9305,GUILTY GEAR,1998-01-01,Fighting,0.03,0.02,0.07,0.01,0.14,,,,
9307,GAME PARTY: CHAMPIONS,2012-01-01,Action,0.09,0.03,0,0.01,0.14,,,,
9308,DIVINITY II: THE DRAGON KNIGHT SAGA,2010-01-01,Role-Playing,0.11,0.02,0,0.01,0.14,7.5,M,7.8,72
9310,MARY-KATE AND ASHLEY: CRUSH COURSE,2001-01-01,Action,0.08,0.05,0,0.01,0.14,,,,
9313,TOP SHOT ARCADE,2011-01-01,Shooter,0.13,0,0,0.01,0.14,,,,
9314,IMAGINE: FASHION STYLIST,2010-01-01,Simulation,0.13,0,0,0.01,0.14,,,,
9316,RED ORCHESTRA 2: HEROES OF STALINGRAD,2011-01-01,Shooter,0.04,0.07,0,0.02,0.14,7.7,M,7.3,76
9323,MANHUNT,2011-01-01,Adventure,0.77,0.53,0,0.17,1.47,7.7,M,7.7,75
9327,QUEEN'S GATE: SPIRAL CHAOS,2011-01-01,Role-Playing,0,0,0.14,0,0.14,,,,
9328,NAYUTA NO KISEKI,2012-01-01,Action,0,0,0.14,0,0.14,,,,
9329,BACK AT THE BARNYARD: SLOP BUCKET GAMES,2008-01-01,Sports,0.12,0,0,0.01,0.14,,,,
9330,QUICK YOGA TRAINING,2008-01-01,Misc,0.13,0,0,0.01,0.14,,,,
9331,FASHION STUDIO: PARIS COLLECTION,2009-01-01,Misc,0.13,0,0,0.01,0.13,,,,
9335,BACKYARD SOCCER,2001-01-01,Sports,0.07,0.05,0,0.01,0.13,,,,
9338,NOBUNAGA NO YABOU: TENDOU,2010-01-01,Strategy,0,0,0.13,0,0.13,,,,
9339,MEDALOT 7,2012-01-01,Action,0,0,0.13,0,0.13,,,,
9341,CASTLEVANIA CHRONICLES,2001-01-01,Platform,0.07,0.05,0,0.01,0.13,7.2,T,6.5,69
9342,SUZUMIYA HARUHI NO TOMADOI,2008-01-01,Adventure,0,0,0.13,0,0.13,,,,
9345,XCOM: ENEMY UNKNOWN,2008-01-01,Role-Playing,0.86,0.84,0,0.26,1.96,8.8,M,8.2,89
9346,BRATZ,2002-01-01,Platform,0.1,0.04,0,0,0.13,,,,
9347,GO PLAY: CIRCUS STAR,2009-01-01,Action,0.12,0,0,0.01,0.13,,,,
9350,HISSHOU PACHINKO*PACHI-SLOT KOURYAKU SERIES VOL. 1: CR SHINSEIKI EVANGELION,2005-01-01,Misc,0,0,0.13,0,0.13,,,,
9352,RUROUNI KENSHIN: ENJOU! KYOTO RINNE,2006-01-01,Action,0,0,0.13,0,0.13,,,,
9354,SUIKODEN: TSUMUGARESHI HYAKUNEN NO TOKI,2012-01-01,Role-Playing,0,0,0.13,0,0.13,,,,
9355,BASEBALL ADVANCE,2002-01-01,Sports,0.1,0.04,0,0,0.13,8.3,E,7.8,80
9357,RETRO ATARI CLASSICS,2005-01-01,Misc,0.12,0,0,0.01,0.13,,,3.7,51
9360,FREDDI FISH: ABC UNDER THE SEA,2008-01-01,Misc,0.13,0,0,0.01,0.13,,,,
9363,HYPERDIMENSION IDOL NEPTUNIA PP,2013-01-01,Misc,0.04,0.03,0.04,0.02,0.13,,,,
9364,PAPERBOY / RAMPAGE,2005-01-01,Misc,0.1,0.04,0,0,0.13,,,,
9365,SHINOBI,2010-01-01,Role-Playing,0.5,0.35,0.22,0.11,1.18,7,T,7.3,69
9367,SENTOU KOKKA AIR LAND BATTLE,1995-01-01,Strategy,0,0,0.13,0.01,0.13,,,,
9370,HULK HOGAN'S MAIN EVENT,2011-01-01,Fighting,0.1,0.02,0,0.01,0.13,,,,
9371,SID MEIER'S CIVILIZATION REVOLUTION,2015-01-01,Action,1.45,0.39,0.03,0.21,2.08,8.2,E10,7.6,85
9372,EURO TRUCK SIMULATOR 2,2012-01-01,Action,0,0.12,0,0.02,0.13,,,8.7,79
9375,MERCENARIES 2: WORLD IN FLAMES,2005-01-01,Role-Playing,1.15,0.7,0.03,0.43,2.31,6,T,6,70
9377,BRAIN ASSIST,2007-01-01,Misc,0.12,0,0,0.01,0.13,,,,
9378,AZURE DREAMS,1997-01-01,Role-Playing,0.07,0.05,0,0.01,0.13,7.4,E,,
9379,RUMBLE ROSES XX,2006-01-01,Fighting,0.07,0.01,0.04,0.01,0.13,6.5,M,6.5,62
9382,BAKUGAN: BATTLE TRAINER,2010-01-01,Action,0.12,0,0,0.01,0.13,,,,
9383,PHANTOM BRAVE: WE MEET AGAIN,2009-01-01,Role-Playing,0.12,0,0.01,0.01,0.13,7.6,T,7.3,76
9384,MONSTER RANCHER DS,2008-01-01,Role-Playing,0.08,0,0.05,0.01,0.13,,,,
9385,KURT WARNER'S ARENA FOOTBALL UNLEASHED,2000-01-01,Sports,0.07,0.05,0,0.01,0.13,,,,
9386,SUITE PRECURE: MELODY COLLECTION,2011-01-01,Misc,0,0,0.13,0,0.13,,,,
9387,SHIN MEGAMI TENSEI: DEVIL SUMMONER 2 - RAIDOU KUZUNOHA VS. KING ABADDON,2008-01-01,Role-Playing,0.07,0.05,0,0.02,0.13,8,M,,
9389,STATE OF EMERGENCY,2010-01-01,Role-Playing,0.99,0.71,0,0.23,1.93,8,M,6.2,71
9390,DISNEY'S KIM POSSIBLE: KIMMUNICATOR,2005-01-01,Platform,0.11,0.01,0,0.01,0.13,,,7.5,61
9397,CASTROL HONDA SUPERBIKE RACING,1998-01-01,Racing,0.07,0.05,0,0.01,0.13,3.9,E,,
9404,SUPERMAN: THE MAN OF STEEL,2002-01-01,Action,0.1,0.03,0,0,0.13,,,5.6,44
9410,CHICKEN RUN,2000-01-01,Adventure,0.07,0.05,0,0.01,0.13,6.1,E,6.6,75
9414,SHINING FORCE III,1997-01-01,Strategy,0,0,0.13,0,0.13,,,,
9417,WWE SURVIVOR SERIES,2004-01-01,Fighting,0.09,0.04,0,0,0.13,,,8.2,55
9418,KOUCHUU OUJA MUSHI KING: GREATEST CHAMPION E NO MICHI DS 2,2006-01-01,Action,0,0,0.13,0,0.13,,,,
9419,SUPER ROBOT WARS BX,2015-01-01,Action,0,0,0.13,0,0.13,,,,
9422,NAGANO WINTER OLYMPICS '98,1997-01-01,Sports,0.07,0.05,0,0.01,0.13,,,,
9424,WINNING POST 5,2001-01-01,Sports,0,0,0.13,0,0.13,,,,
9427,ALL STAR CHEER SQUAD 2,2009-01-01,Sports,0.12,0,0,0.01,0.13,,,,
9429,RPG MAKER II,2002-01-01,Role-Playing,0.06,0.05,0,0.02,0.13,,,8.5,65
9432,DESTRUCTION DERBY ARENAS,2004-01-01,Racing,0.06,0.05,0,0.02,0.13,,,8,57
9434,THE UNHOLY WAR,1998-01-01,Strategy,0.07,0.05,0,0.01,0.13,,,,
9435,CHUCK E. CHEESE'S GAME ROOM,2010-01-01,Misc,0.12,0,0,0.01,0.13,,,,
9436,WANTAME MUSIC CHANNEL: DOKO DEMO STYLE,2007-01-01,Misc,0,0,0.13,0,0.13,,,,
9438,SHAMAN KING: POWER OF SPIRIT,2004-01-01,Adventure,0.06,0.05,0,0.02,0.13,,,8.2,54
9440,NBA 2K8,2016-01-01,Action,1.79,0.03,0,0.2,2,,,6,72
9441,SOCCER TSUKU DS: WORLD CHALLENGE 2010,2010-01-01,Sports,0,0,0.13,0,0.13,,,,
9445,DEAD TO RIGHTS: RECKONING,2005-01-01,Shooter,0.12,0,0,0.01,0.13,5.2,M,7.3,54
9447,SLIME MORIMORI DRAGON QUEST 3: TAIKAIZOKU TO SHIPPO DAN,2011-01-01,Role-Playing,0,0,0.13,0,0.13,,,,
9449,DIABLO II,2000-01-01,Role-Playing,0.01,0.09,0,0.02,0.13,8.8,M,8.8,88
9450,HOT SHOTS GOLF: WORLD INVITATIONAL,2014-01-01,Adventure,0.19,0.11,0.53,0.06,0.88,,,8,76
9454,NO FEAR DOWNHILL MOUNTAIN BIKING,1998-01-01,Sports,0.07,0.05,0,0.01,0.13,,,,
9455,FIRE PROWRESTLING,2001-01-01,Fighting,0.09,0.03,0,0,0.13,8,T,,
9456,ETERNAL POISON (JP SALES),2008-01-01,Role-Playing,0,0,0.13,0,0.13,,,,
9458,NARUTO SHIPPUDEN: KIZUNA DRIVE,2010-01-01,Action,0.04,0.02,0.05,0.02,0.13,7,T,4.6,57
9459,THE IDOLM@STER: ONE FOR ALL,2014-01-01,Misc,0,0,0.13,0,0.13,,,,
9463,ILLUSION OF GAIA,1993-01-01,Role-Playing,0,0,0.13,0,0.13,,,,
9464,STEEL BATTALION: HEAVY ARMOR,2012-01-01,Misc,0.08,0.03,0.02,0.01,0.13,,,2.5,38
9465,ACADEMY OF CHAMPIONS: SOCCER,2009-01-01,Sports,0.1,0.02,0,0.01,0.13,7.1,E,6.8,64
9468,SALLY'S SALON,2008-01-01,Simulation,0.12,0,0,0.01,0.13,,,,
9470,DISRUPTOR,1995-01-01,Shooter,0.07,0.05,0,0.01,0.13,,,,
9472,LOVELY LISA AND FRIENDS,2010-01-01,Simulation,0.12,0,0,0.01,0.13,,,,
9473,HASBRO FAMILY FUN PACK,2015-01-01,Misc,0.1,0.02,0,0.01,0.13,,,,
9475,UNDER NIGHT IN-BIRTH,2014-01-01,Fighting,0.06,0.02,0.04,0.02,0.13,,,,
9476,DRAKENGARD 2,2005-01-01,Role-Playing,0.06,0.05,0,0.02,0.13,,,6.5,58
9478,GRAND KNIGHTS HISTORY,2011-01-01,Role-Playing,0,0,0.13,0,0.13,,,,
9479,HARVEST MOON DS (JP SALES),2005-01-01,Simulation,0,0,0.13,0,0.13,,,,
9480,SUMMON NIGHT: TWIN AGE,2007-01-01,Role-Playing,0.07,0,0.05,0.01,0.13,7.3,E10,7.2,73
9481,SIN AND PUNISHMENT,2000-01-01,Shooter,0,0,0.13,0,0.13,9,T,,
9482,NBA JAM 2000,1999-01-01,Sports,0.12,0.01,0,0,0.13,,,,
9483,CASTLEVANIA: LEGACY OF DARKNESS,1999-01-01,Platform,0.06,0.02,0.05,0,0.13,,,,
9485,CABELA'S ALASKAN ADVENTURE,2006-01-01,Sports,0.12,0,0,0.01,0.13,,,,
9489,SHIMANO XTREME FISHING,2009-01-01,Sports,0.12,0,0,0.01,0.13,,,,
9490,THE HISTORY CHANNEL: GREAT BATTLES - MEDIEVAL,2010-01-01,Strategy,0.08,0.04,0,0.01,0.13,,,,
9495,THE HOUSE OF THE DEAD,1997-01-01,Shooter,0,0,0.13,0,0.13,7.5,M,,
9497,REALSPORTS VOLLEYBALL,1981-01-01,Sports,0.12,0.01,0,0,0.13,,,,
9499,SMART BOY'S GAMEROOM,2007-01-01,Misc,0.12,0,0,0.01,0.13,,,,
9500,NIGHTCASTER,2002-01-01,Action,0.1,0.03,0,0,0.13,,,5.7,61
9501,ROLLERCOASTER TYCOON,2003-01-01,Strategy,0.1,0.03,0,0,0.13,5.5,E,8.3,62
9507,APE ESCAPE 3,2005-01-01,Platform,0.06,0.05,0,0.02,0.13,7.8,E10,8.8,77
9510,LAST BRONX,1996-01-01,Fighting,0,0,0.13,0,0.13,,,,
9511,IRIDION II,2003-01-01,Shooter,0.09,0.03,0,0,0.13,7.9,E,8.3,78
9512,MOMOTARO DOUCHUUKI,1997-01-01,Misc,0,0,0.13,0,0.13,,,,
9521,SPIDER-MAN: BATTLE FOR NEW YORK,2006-01-01,Platform,0.12,0,0,0.01,0.13,,,6.8,68
9523,POP'N MUSIC PORTABLE,2010-01-01,Misc,0,0,0.13,0,0.13,,,,
9525,BORDERLANDS: DOUBLE GAME ADD-ON PACK,2010-01-01,Shooter,0.1,0.02,0,0.01,0.13,,,,
9526,OTOGI: MYTH OF DEMONS,2002-01-01,Action,0.08,0.02,0.03,0,0.13,,,8.5,80
9530,WALT DISNEY PICTURES PRESENTS: THE WILD,2006-01-01,Platform,0.09,0.03,0,0,0.13,,,,
9531,PUZZLE DE HARVEST MOON,2007-01-01,Puzzle,0.12,0,0,0.01,0.13,,,,
9533,ONECHANBARA: BIKINI SAMURAI SQUAD,2006-01-01,Action,0.11,0.01,0,0.01,0.13,,,6.3,39
9537,HOUR OF VICTORY,2007-01-01,Shooter,0.1,0.01,0,0.01,0.13,,,3.2,37
9538,NAMCO SOCCER PRIME GOAL,1995-01-01,Sports,0,0,0.12,0.01,0.13,,,,
9541,MONSTER HUNTER FRONTIER ONLINE,2010-01-01,Role-Playing,0,0,0.13,0,0.13,,,,
9543,SHIN MEGAMI TENSEI: DIGITAL DEVIL SAGA,2004-01-01,Role-Playing,0.06,0.05,0,0.02,0.13,7.6,M,3.9,78
9546,PUPPIES 3D,2011-01-01,Misc,0.08,0.04,0,0.01,0.13,,,,
9547,JISSEN PACHI-SLOT HISSHOUHOU! ALADDIN II EVOLUTION,2005-01-01,Misc,0,0,0.13,0,0.13,,,,
9548,MYSTIC ARK,1995-01-01,Role-Playing,0,0,0.13,0,0.13,,,,
9553,LEGO RACERS 2,2001-01-01,Racing,0.06,0.05,0,0.02,0.13,,,,
9555,TRANSFORMERS: WAR FOR CYBERTRON -- DECEPTICONS,2010-01-01,Action,0.11,0.01,0,0.01,0.13,,,,
9556,OVERLORD: RAISING HELL,2008-01-01,Action,0.07,0.04,0,0.02,0.13,,,7.8,72
9557,SEGA GT,2000-01-01,Racing,0,0,0.13,0,0.13,7.8,E,7.5,84
9561,SPACE BUST-A-MOVE,2008-01-01,Puzzle,0.1,0.02,0,0.01,0.13,,,,
9563,GUNSTAR HEROES,1992-01-01,Shooter,0,0,0.13,0,0.13,9,E10,,
9565,TAMAGOTCHI NO PICHI PICHI OMISECCHI,2010-01-01,Action,0,0,0.13,0,0.13,,,,
9566,SHINING WIND,2007-01-01,Role-Playing,0,0,0.13,0,0.13,,,,
9567,BROTHERS IN ARMS: DOUBLE TIME,2008-01-01,Shooter,0.11,0,0,0.01,0.13,4.6,M,6.6,45
9569,POKÉMON: FOR HO-OH THE BELLS TOLL!: GAME BOY ADVANCE VIDEO,2004-01-01,Misc,0.09,0.03,0,0,0.13,,,,
9570,TONY HAWK'S PRO SKATER 4,2015-01-01,Sports,3.58,1.75,0.01,0.42,5.75,9.2,T,8.3,88
9575,ASSAULT: RETRIBUTION,1998-01-01,Action,0.07,0.05,0,0.01,0.13,,,,
9578,GRAVITY RUSH REMASTERED,2015-01-01,Action,0.02,0.05,0.04,0.01,0.13,7.9,T,8.2,80
9579,BALDUR'S GATE: DARK ALLIANCE II,2008-01-01,Misc,0.53,0.32,0,0.1,0.94,7.8,T,7.7,77
9580,CITY CRISIS,2001-01-01,Simulation,0.06,0.05,0,0.02,0.13,,,6.2,63
9583,ASSASSINATION CLASSROOM: GRAND SIEGE ON KURO-SENSEI,2015-01-01,Action,0,0,0.13,0,0.13,,,,
9584,FAMILY FEUD: 2010 EDITION,2006-01-01,Action,0.84,0,0,0.06,0.91,,,,
9586,ADVENT RISING,2005-01-01,Action,0.1,0.03,0,0,0.13,6.5,T,7.5,68
9587,SURF RIDERS,1999-01-01,Sports,0.07,0.05,0,0.01,0.13,,,,
9589,NOBUNAGA NO YABOU: RANSEIKI,2002-01-01,Strategy,0,0,0.13,0,0.13,,,,
9590,DERBY STALLION ADVANCE,2002-01-01,Sports,0,0,0.12,0,0.13,,,,
9597,SNOOD,2001-01-01,Puzzle,0.09,0.03,0,0,0.13,,,,
9598,THE SKY CRAWLERS: INNOCENT ACES,2008-01-01,Simulation,0.09,0.02,0.01,0.01,0.13,7.3,T,8.2,74
9603,DT RACER,2005-01-01,Racing,0.06,0.05,0,0.02,0.13,,,,
9606,TWISTER MANIA,2011-01-01,Misc,0.1,0.01,0,0.01,0.13,,,,
9607,WORLD CUP GOLF: PROFESSIONAL EDITION,1995-01-01,Sports,0.07,0.05,0,0.01,0.13,,,,
9608,BLACK DAWN,1996-01-01,Simulation,0.07,0.05,0,0.01,0.13,,,,
9618,GARFIELD'S FUN FEST,2008-01-01,Platform,0.07,0.04,0,0.01,0.13,,,,
9619,7TH DRAGON 2020-II,2013-01-01,Role-Playing,0,0,0.13,0,0.13,,,,
9620,DOUKYUUSEI 2,1997-01-01,Role-Playing,0,0,0.13,0,0.13,,,,
9621,SKULLMONKEYS,1998-01-01,Platform,0.07,0.05,0,0.01,0.13,,,,
9622,WORMS: OPEN WARFARE 2,2009-01-01,Platform,0.11,0.51,0,0.18,0.81,8.1,E10,8,80
9624,ZENSES: OCEAN,2008-01-01,Puzzle,0.11,0.01,0,0.01,0.13,,,,
9626,TEENAGE MUTANT NINJA TURTLES: ARCADE ATTACK,2009-01-01,Action,0.12,0,0,0.01,0.13,4.3,E10,4.8,36
9628,LEFT BRAIN RIGHT BRAIN 2,2008-01-01,Misc,0.12,0,0,0.01,0.13,,,,
9630,KIDZ SPORTS: CRAZY GOLF,2008-01-01,Sports,0.11,0,0,0.01,0.13,,,,
9631,LITTLE BATTLERS EXPERIENCE: WARS,2013-01-01,Strategy,0,0,0.13,0,0.13,,,,
9632,VICTORIOUS: TIME TO SHINE,2011-01-01,Action,0.12,0,0,0.01,0.13,,,,
9634,AIKATSU! 365 IDOL DAYS,2014-01-01,Adventure,0,0,0.13,0,0.13,,,,
9635,PETZ PUPPYZ & KITTENZ,2011-01-01,Misc,0.12,0,0,0.01,0.13,,,,
9638,THE STRONGHOLD COLLECTION,2009-01-01,Strategy,0.03,0.08,0,0.02,0.13,,,,
9639,OPERATION ABYSS: NEW TOKYO LEGACY,2014-01-01,Role-Playing,0.04,0.01,0.06,0.02,0.13,,,7.2,66
9641,MEGA MAN X COLLECTION,2006-01-01,Misc,0.1,0.03,0,0,0.13,7.5,E,8.7,75
9643,DRAGON BALL: ORIGINS,2008-01-01,Action,0.09,0.03,0,0.01,0.13,,,7.6,78
9644,LAST RANKER,2010-01-01,Role-Playing,0,0,0.13,0,0.13,,,,
9645,QUANTUM REDSHIFT,2002-01-01,Racing,0.09,0.03,0,0,0.13,,,7.4,70
9646,SMASH COURT TENNIS PRO TOURNAMENT 2,2004-01-01,Sports,0.06,0.05,0,0.02,0.13,,,8.5,74
9650,POWER PRO KUN POCKET 13,2010-01-01,Sports,0,0,0.13,0,0.13,,,,
9651,ARMED AND DANGEROUS,2003-01-01,Shooter,0.09,0.03,0,0,0.13,,,7,79
9653,ADVENTURES TO GO!,2008-01-01,Role-Playing,0.1,0,0.01,0.01,0.13,,,7.2,58
9654,CONDUIT 2,2011-01-01,Shooter,0.07,0.04,0,0.01,0.13,6.3,T,7.6,64
9656,WORLD SOCCER WINNING ELEVEN 2002,2002-01-01,Sports,0,0,0.12,0.01,0.13,,,,
9658,ACTUA TENNIS,1997-01-01,Sports,0.07,0.05,0,0.01,0.13,,,,
9659,HORSE LIFE,2007-01-01,Simulation,0.09,0.02,0,0.01,0.13,,,,
9660,THE SIMS 3: GENERATIONS,2003-01-01,Racing,1.2,0.69,0,0,1.89,6.5,T,3.6,70
9660,TENNIS,2003-01-01,Racing,7.38,2.46,14.76,0.36,24.96,,,,
9660,MONSTER TRUCK MADNESS,2003-01-01,Racing,0.09,0.03,0,0,0.12,,,,
9660,TETRIS 2 (ALL REGION SALES),2003-01-01,Racing,3.36,1.32,2.58,0.18,7.44,,,,
9661,SONIC JAM,1997-01-01,Platform,0,0,0.12,0,0.12,,,,
9662,PUELLA MAGI MADOKA MAGICA PORTABLE,2012-01-01,Role-Playing,0,0,0.12,0,0.12,,,,
9663,SILENT HILL: DOWNPOUR,2008-01-01,Action,0.43,0.24,0.04,0.09,0.8,,,7,64
9664,PETER JACOBSEN'S GOLDEN TEE GOLF,2000-01-01,Sports,0.07,0.05,0,0.01,0.12,,,,
9665,CALLING,2009-01-01,Adventure,0.07,0.04,0,0.01,0.12,4.8,T,6.9,49
9668,NIPPON DAIHYOU TEAM NO KANTOKU NI NAROU! SEKAIHATSU SOCCER RPG,1998-01-01,Sports,0,0,0.12,0,0.12,,,,
9670,NBA LIVE 2002,2009-01-01,Platform,1.55,0.93,0,0.29,2.78,,,7.4,70
9674,CAPCOM VS. SNK 2: MILLIONAIRE FIGHTING 2001,2001-01-01,Fighting,0,0,0.12,0,0.12,,,,
9675,CRITICOM,1996-01-01,Fighting,0.07,0.05,0,0.01,0.12,,,,
9679,THE LORD OF THE RINGS: THE TWO TOWERS,2004-01-01,Role-Playing,3.33,2.5,0.08,0.75,6.65,8.3,T,8.1,82
9681,AFTER HOURS ATHLETES,2011-01-01,Sports,0,0.1,0,0.03,0.12,,,,
9684,CLOCK TOWER: THE FIRST FEAR,1997-01-01,Adventure,0,0,0.12,0.01,0.12,,,,
9685,KIDOU SENSHI GUNDAM SEED BATTLE DESTINY,2012-01-01,Action,0,0,0.12,0,0.12,,,,
9686,GODZILLA UNLEASHED: DOUBLE SMASH,2007-01-01,Action,0.11,0,0,0.01,0.12,,,4.9,28
9687,STAR TREK: CONQUEST,2007-01-01,Strategy,0.11,0.01,0,0.01,0.12,,,4.9,49
9688,"KILARI: NA-SAN, MON MEILLEUR AMI",2006-01-01,Simulation,0,0,0.12,0,0.12,,,,
9690,OCHAKEN NO HEYA DS,2006-01-01,Simulation,0,0,0.12,0,0.12,,,,
9692,GALIDOR: DEFENDERS OF THE OUTER DIMENSION,2002-01-01,Action,0.09,0.03,0,0,0.12,5.9,E,,
9693,TOM CLANCY'S SPLINTER CELL TRILOGY,2011-01-01,Action,0,0.1,0,0.03,0.12,6.5,M,,
9695,FIRE PROWRESTLING S: 6MEN SCRAMBLE,1996-01-01,Fighting,0,0,0.12,0,0.12,,,,
9697,PRYZM CHAPTER ONE: THE DARK UNICORN,2002-01-01,Adventure,0.06,0.05,0,0.02,0.12,6.3,T,5.2,59
9698,GUNDAM BATTLE ROYALE,2006-01-01,Action,0,0,0.12,0,0.12,,,,
9699,SOLITAIRE & MAHJONG,2009-01-01,Puzzle,0.11,0,0,0.01,0.12,,,,
9700,ZEN-NIPPON PRO WRESTLING: OUJA NO KON,1999-01-01,Fighting,0,0,0.12,0.01,0.12,,,,
9703,"HISSHOU PACHINKO*PACHI-SLOT KOURYAKU SERIES VOL. 12: CR SHINSEIKI EVANGELION - SHITO, FUTATABI",2008-01-01,Misc,0,0,0.12,0,0.12,,,,
9704,GUILTY GEAR X,2001-01-01,Fighting,0.06,0.05,0,0.02,0.12,,,7.8,79
9709,MUGEN NO FRONTIER: SUPER ROBOT TAISEN OG SAGA EXCEED,2010-01-01,Role-Playing,0,0,0.12,0,0.12,,,,
9714,WILD ARMS 5 (JP SALES),2006-01-01,Role-Playing,0,0,0.12,0,0.12,,,,
9716,GLADIATOR BEGINS,2010-01-01,Action,0.05,0.01,0.05,0.01,0.12,6.3,M,8,59
9717,COLONY WARS III: RED SUN,2000-01-01,Simulation,0.07,0.05,0,0.01,0.12,8.1,E,,
9718,MAGIC: THE GATHERING - BATTLEMAGE,1997-01-01,Strategy,0.07,0.05,0,0.01,0.12,,,,
9719,THE KING OF FIGHTERS '94,1994-01-01,Fighting,0,0,0.12,0,0.12,,,,
9721,PUZZLE QUEST 2,2010-01-01,Puzzle,0.11,0,0,0.01,0.12,,,5.8,74
