rank,name,platform,year,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,publisher,critic_score,user_score,crtic_esrb_rating,user_esrb_rating
11210,Knights Contract,PS3,2011,Action,0.04,0.03,0,0.01,0.09,Namco Bandai Games,5,,M,
11211,Gray Matter,PC,2011,Adventure,0.02,0.05,0,0.01,0.09,DTP Entertainment,7.3,,T,
11218,The Incredibles: Rise of the Underminer,XB,2005,Action,0.06,0.02,0,0,0.09,THQ,6.1,,E10,
11219,Theme Hospital,PS,1998,Strategy,0.03,0.02,0.03,0.01,0.09,Electronic Arts,5.5,,E,
11221,Blacksite: Area 51,PS3,2007,Shooter,0.07,0.01,0,0.01,0.09,Midway Games,6.3,,T,
11223,Cloudy With a Chance of Meatballs,X360,2009,Platform,0.07,0.01,0,0.01,0.09,Ubisoft,6,,E,
11224,Charlotte's Web,DS,2006,Action,0.08,0,0,0.01,0.09,Sega,6,,E,
11225,ChuChu Rocket!,GBA,2001,Strategy,0.06,0.02,0,0,0.09,Atari,8.1,,E,
11228,Ys I & II Chronicles,PSP,2009,Role-Playing,0.05,0,0.03,0.01,0.09,Falcom Corporation,6.4,,T,
11229,Codename Tenka,PS,1997,Shooter,0.05,0.03,0,0.01,0.09,Psygnosis,7,,M,
11234,Sega Bass Fishing,DC,1999,Sports,0,0,0.09,0,0.09,Sega,8.2,,E,
11240,Killer7,PS2,2005,Action,0.04,0.03,0,0.01,0.09,Capcom,6.5,,M,
11250,MetropolisMania,PS2,2001,Strategy,0.04,0.03,0,0.01,0.09,Natsume,6.8,,T,
11252,Shadow of Destiny,PSP,2009,Adventure,0.07,0,0,0.01,0.09,Konami Digital Entertainment,6.8,,T,
11253,Guilty Gear XX Accent Core Plus,PSP,2008,Fighting,0.03,0.01,0.04,0.01,0.08,PQube,7,,T,
11257,Ephemeral Fantasia,PS2,2000,Role-Playing,0.04,0.03,0,0.01,0.08,Konami Digital Entertainment,5.7,,T,
11269,Koudelka,PS,1999,Role-Playing,0.05,0.03,0,0.01,0.08,Atari,6.5,,M,
11270,Disgaea Infinite,PSP,2010,Adventure,0.07,0,0.01,0.01,0.08,Nippon Ichi Software,6.8,,T,
11278,America's Army: True Soldiers,X360,2007,Shooter,0.08,0,0,0.01,0.08,Ubisoft,4.5,,T,
11281,Marvel Nemesis: Rise of the Imperfects,DS,2005,Fighting,0.08,0,0,0.01,0.08,Electronic Arts,6,,T,
11286,Major League Baseball 2K9,PSP,2009,Sports,0.08,0,0,0.01,0.08,Spike,6,,E,
11290,Battlefield 2,PC,2005,Shooter,0,0.07,0,0.02,0.08,Electronic Arts,9,,T,
11291,Frantix,PSP,2005,Puzzle,0.08,0,0,0.01,0.08,Ubisoft,5.4,,E,
11304,Air Conflicts: Secret Wars,X360,2011,Simulation,0.06,0.02,0,0.01,0.08,bitComposer Games,6,,T,
11305,Elebits: The Adventures of Kai and Zero,DS,2008,Adventure,0.07,0,0,0.01,0.08,Konami Digital Entertainment,7.4,,E,
11307,Dead or Alive 5,XOne,2015,Fighting,0.04,0.03,0.01,0.01,0.08,Tecmo Koei,7.6,,M,
11311,From Russia With Love,PSP,2006,Action,0.07,0.01,0,0.01,0.08,Electronic Arts,7.3,,T,
11317,Captain America: Super Soldier,3DS,2011,Action,0.05,0.02,0,0.01,0.08,Sega,5,,T,
11320,Bomberman Jetters,GC,2002,Puzzle,0.06,0.02,0,0,0.08,Hudson Soft,7.2,,E,
11326,Disney's Donald Duck: Goin' Quackers,PS2,2000,Platform,0.04,0.03,0,0.01,0.08,Ubisoft,7.2,,E,
11328,NHL 2K7,X360,2006,Sports,0.07,0,0,0.01,0.08,Take-Two Interactive,7.7,,E10,
11330,Armorines: Project S.W.A.R.M.,PS,2000,Shooter,0.05,0.03,0,0.01,0.08,Acclaim Entertainment,3.2,,T,
11331,Gundam Seed: Battle Assault,GBA,2004,Fighting,0.06,0.02,0,0,0.08,Namco Bandai Games,6.5,,T,
11336,Phantom Brave: The Hermuda Triangle,PSP,2010,Role-Playing,0.05,0,0.03,0.01,0.08,Nippon Ichi Software,7.2,,T,
11340,Nano Assault,3DS,2011,Shooter,0.08,0,0,0.01,0.08,Majesco Entertainment,6,,E10,
11342,FIFA Street 2,XB,2006,Sports,0.06,0.02,0,0,0.08,Electronic Arts,4.9,,E,
11345,Shining Force: Resurrection of the Dark Dragon,GBA,2004,Role-Playing,0.06,0.02,0,0,0.08,THQ,7.8,,T,
11354,Gradius Galaxies,GBA,2001,Shooter,0.06,0.02,0,0,0.08,Konami Digital Entertainment,7.8,,E,
11355,Blazing Angels: Squadrons of WWII,XB,2006,Simulation,0.06,0.02,0,0,0.08,Ubisoft,4.7,,T,
11359,Puchi Puchi Virus,DS,2007,Puzzle,0.08,0,0,0.01,0.08,Jaleco,7.4,,E,
11362,Worms: Open Warfare,DS,2006,Strategy,0.05,0.03,0,0.01,0.08,THQ,6.9,,E10,
11367,ShellShock 2: Blood Trails,PS3,2009,Shooter,0.04,0.03,0,0.01,0.08,Eidos Interactive,3.2,,M,
11370,Supremacy MMA,X360,2011,Fighting,0.05,0.03,0,0.01,0.08,505 Games,5,,M,
11372,Shin Megami Tensei: Digital Devil Saga 2,PS2,2005,Role-Playing,0.04,0.03,0,0.01,0.08,Ghostlight,8.1,,M,
11376,Zatch Bell! Mamodo Battles,PS2,2005,Fighting,0.04,0.03,0,0.01,0.08,Namco Bandai Games,7,,T,
11379,Bejeweled 3,PC,2010,Puzzle,0.02,0.05,0,0.01,0.08,PopCap Games,8.1,,E,
11383,Exit,PSP,2005,Puzzle,0.07,0,0,0.01,0.08,Ubisoft,7.5,,E,
11395,FIFA Soccer 2005,GBA,2004,Sports,0.06,0.02,0,0,0.08,Electronic Arts,8.1,,E,
11408,Crush,PSP,2007,Puzzle,0.07,0,0,0.01,0.08,Sega,8.5,,E10,
11410,Fatal Frame III: The Tormented,PS2,2005,Action,0.04,0.03,0,0.01,0.08,Take-Two Interactive,7.7,,M,
11412,Ice Age 2: The Meltdown,Wii,2006,Platform,0.06,0.01,0,0.01,0.08,Vivendi Games,5,,E,
11417,Cloudy With a Chance of Meatballs,PSP,2009,Platform,0.07,0,0,0.01,0.08,Ubisoft,6,,E,
11418,Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004,Action,0.06,0.02,0,0,0.08,Ubisoft,6.7,9,T,T
11419,Ultimate Ghosts 'n Goblins,PSP,2006,Platform,0.07,0.01,0,0.01,0.08,Capcom,7.3,,E10,
11424,C.O.P.: The Recruit,DS,2009,Action,0.05,0.02,0,0.01,0.08,Ubisoft,5.7,,T,
11425,Adventure Time: Explore the Dungeon Because I Don't Know!,X360,2013,Action,0.03,0.04,0,0.01,0.08,D3Publisher,2.8,,E10,
11431,FIFA Soccer 2003,GC,2002,Sports,0.06,0.02,0,0,0.08,Electronic Arts,6.9,,E,
11445,Samurai Shodown Sen,X360,2009,Fighting,0.07,0.01,0,0.01,0.08,Rising Star Games,4.8,,M,
11446,Bangai-O Spirits,DS,2008,Shooter,0.07,0,0,0.01,0.08,D3Publisher,8.4,,E10,
11463,Jimmie Johnson's Anything With an Engine,Wii,2011,Racing,0.07,0,0,0.01,0.08,Konami Digital Entertainment,7.3,,E10,
11465,Big Mutha Truckers,GC,2003,Racing,0.06,0.02,0,0,0.08,Empire Interactive,5,,E10,
11466,Wolfenstein: The Old Blood,PC,2015,Action,0,0.08,0,0,0.08,Bethesda Softworks,8,,M,
11469,TrackMania DS,DS,2008,Racing,0.06,0.01,0,0.01,0.08,Focus Home Interactive,7.5,,E,
11473,Knights Contract,X360,2011,Action,0.05,0.03,0,0.01,0.08,Namco Bandai Games,5,,M,
11477,Bust-A-Move 2 Arcade Edition,N64,1997,Puzzle,0.06,0.02,0,0,0.08,Acclaim Entertainment,6.9,,E,
11479,Puzzle Chronicles,PSP,2010,Puzzle,0.07,0,0,0.01,0.08,Konami Digital Entertainment,6.5,,E10,
11480,Wetrix,N64,1998,Puzzle,0.06,0.02,0,0,0.08,Ocean,8.6,,E,
11482,Tony Hawk's Pro Skater 3,N64,2002,Sports,0.06,0.02,0,0,0.08,Activision,8.1,,E,
11483,Iggy's Reckin' Balls,N64,1998,Racing,0.06,0.02,0,0,0.08,Acclaim Entertainment,6.8,,E,
11485,Tomb Raider: Underworld,PC,2008,Action,0,0.06,0,0.02,0.08,Eidos Interactive,6.3,,T,
11487,"Warhammer 40,000: Dawn of War II - Retribution",PC,2011,Strategy,0,0.06,0,0.02,0.08,THQ,7.9,,M,
11488,Line Rider 2: Unbound,DS,2008,Puzzle,0.07,0,0,0.01,0.08,Deep Silver,5,,E,
11489,Earth Defense Force 2017,X360,2006,Action,0.04,0.01,0.03,0,0.08,D3Publisher,7.4,,T,
11491,Harry Potter and the Sorcerer's Stone,GC,2003,Action,0.06,0.02,0,0,0.08,Electronic Arts,6.6,,E,
11493,TimeSplitters: Future Perfect,GC,2005,Shooter,0.06,0.02,0,0,0.08,Electronic Arts,8.4,,M,
11497,Soul Bubbles,DS,2008,Puzzle,0.05,0.02,0,0.01,0.08,Eidos Interactive,7,,E,
11504,Midway Arcade Treasures 3,XB,2005,Misc,0.06,0.02,0,0,0.08,Midway Games,6.1,,E,
11506,The King of Fighters EX2: Howling Blood,GBA,2002,Fighting,0.06,0.02,0,0,0.08,Marvelous Interactive,7.9,,T,
11508,Disney's Meet the Robinsons,X360,2007,Action,0.07,0,0,0.01,0.08,Disney Interactive Studios,4.7,,E,
11518,Shonen Jump's One Piece: Pirates Carnival,GC,2005,Misc,0.06,0.02,0,0,0.08,Namco Bandai Games,4.6,,E,
11520,Goblin Commander: Unleash the Horde,XB,2003,Strategy,0.06,0.02,0,0,0.08,Jaleco,7.4,,T,
11521,Serious Sam 3: BFE,PC,2011,Shooter,0.01,0.05,0,0.01,0.08,Mastertronic,7,,M,
11649,Urban Reign,PS2,2005,Action,0.04,0.03,0,0.01,0.08,Namco Bandai Games,7.5,,T,
11531,A-Train,PS,1995,Simulation,0.02,0.01,0.04,0.01,0.08,Sony Computer Entertainment,6,,E,
11540,Batman: Dark Tomorrow,GC,2003,Action,0.06,0.02,0,0,0.08,Kemco,2.3,,T,
11544,The First Templar,PC,2011,Action,0.06,0.01,0,0.01,0.08,Kalypso Media,7,,T,
11545,Rock Revolution,Wii,N/A,Misc,0.07,0,0,0.01,0.08,Unknown,3.6,,T,
11546,Ogre Battle Series: Tactics Ogre,PS,1997,Role-Playing,0.04,0.03,0,0.01,0.08,Atlus,7.9,,T,
11549,Battlestar Galactica,XB,2003,Shooter,0.06,0.02,0,0,0.08,Vivendi Games,5.3,,E10,
11555,Tomb Raider: Legend,GC,2006,Action,0.06,0.02,0,0,0.08,Eidos Interactive,6.3,,T,
11556,Boxing Fever,GBA,2001,Sports,0.06,0.02,0,0,0.08,THQ,7.2,,E,
11557,RoadKill,XB,2003,Action,0.06,0.02,0,0,0.08,Midway Games,7.7,,M,
11561,7 Wonders of the Ancient World,PSP,2007,Puzzle,0.07,0,0,0.01,0.08,Mumbo Jumbo,5.4,,E,
11562,New International Track & Field,DS,2008,Sports,0.07,0,0,0.01,0.08,Konami Digital Entertainment,7.4,,E10,
11566,Madden NFL 17,X360,2016,Sports,0.06,0.01,0,0.01,0.08,Electronic Arts,8.1,,E,
11567,Taz Wanted,GC,2002,Platform,0.06,0.02,0,0,0.08,Atari,5.5,,E,
11574,Evolution Worlds,GC,2002,Role-Playing,0.06,0.02,0,0,0.08,Ubisoft,6.5,,E,
11575,Dead Island: Riptide,PC,N/A,Action,0,0.07,0,0.01,0.08,Deep Silver,5.6,,M,
11593,P.N.03 - Product Number Three,GC,2003,Shooter,0.06,0.02,0,0,0.08,Capcom,6.3,,T,
11594,Samurai Warriors 2,X360,2006,Action,0.07,0.01,0,0.01,0.08,Tecmo Koei,5.4,,T,
11597,Alien Syndrome,PSP,2007,Role-Playing,0.07,0,0,0.01,0.08,Sega,4.9,,T,
11605,Rayman Origins,PC,2012,Platform,0,0.06,0,0.01,0.08,Ubisoft,8.5,,E10,
11612,Gadget Racers,PS2,2000,Racing,0.04,0.03,0,0.01,0.08,Midas Interactive Entertainment,7,,E,
11613,Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003,Role-Playing,0.06,0.02,0,0,0.08,Sega,7.4,,T,
11620,Terraria,3DS,2016,Action,0,0.03,0.04,0,0.08,505 Games,7.8,,T,
11624,Ultimate Fighting Championship: Throwdown,GC,2002,Fighting,0.06,0.02,0,0,0.08,Ubisoft,6.7,,T,
11646,Infernal: Hell's Vengeance,X360,2009,Shooter,0.06,0.01,0,0.01,0.08,Playlogic Game Factory,4.4,,M,
11653,Resident Evil 3: Nemesis,GC,2003,Action,0.06,0.02,0,0,0.08,Capcom,5.7,,M,
11654,All-Star Baseball 2004,GC,2003,Sports,0.06,0.02,0,0,0.08,Acclaim Entertainment,7.4,,E,
11655,Madden NFL 08,GC,2007,Sports,0.06,0.02,0,0,0.08,Electronic Arts,7.3,,E,
11666,Need for Speed Underground 2,PC,2004,Racing,0,0.06,0,0.01,0.08,Electronic Arts,8.3,,E,
11669,GT Advance 3: Pro Concept Racing,GBA,2002,Racing,0.05,0.02,0,0,0.08,THQ,7.7,,E,
11678,Need for Speed: Most Wanted,PC,2012,Racing,0,0.06,0,0.02,0.08,Electronic Arts,8.3,,T,
11685,Open Season,PSP,2006,Platform,0.07,0,0,0.01,0.08,Ubisoft,5,,E10,
11688,Rogue Trooper: Quartz Zone Massacre,Wii,2009,Shooter,0.07,0,0,0.01,0.08,Reef Entertainment,8,,T,
11690,R: Racing Evolution,GC,2003,Racing,0.06,0.02,0,0,0.08,Namco Bandai Games,6.1,,T,
11694,Stella Deus: The Gate of Eternity,PS2,2004,Strategy,0.04,0.03,0,0.01,0.08,505 Games,7.3,,T,
11696,Conflict: Desert Storm,GC,2003,Shooter,0.06,0.02,0,0,0.08,SCi,6.3,,T,
11706,Madden NFL 17,PS3,2016,Sports,0.05,0.01,0,0.01,0.08,Electronic Arts,8.1,,E,
11712,Pinball Hall of Fame: The Gottlieb Collection,XB,2004,Misc,0.06,0.02,0,0,0.08,Crave Entertainment,7.2,,E,
11717,Baroque,Wii,2008,Role-Playing,0.07,0,0,0,0.08,Rising Star Games,5.2,,T,
11721,Divinity II: Ego Draconis,PC,2009,Role-Playing,0.01,0.05,0,0.01,0.08,DTP Entertainment,6,,M,
11724,Shovel Knight,PS4,2015,Platform,0.03,0.03,0,0.01,0.08,Yacht Club Games,9,,E,
11726,Driven,GC,2002,Racing,0.06,0.02,0,0,0.08,BAM! Entertainment,6.8,,E,
11729,Superman Returns,DS,2006,Action,0.07,0,0,0.01,0.08,Electronic Arts,3.8,,E,
11742,Myst,PS,1995,Adventure,0,0,0.07,0,0.07,Psygnosis,8.9,,E,
11748,Torchlight,PC,2009,Role-Playing,0,0.06,0,0.02,0.07,JoWood Productions,8.4,,T,
11755,Buster Bros. Collection,PS,1997,Puzzle,0.04,0.03,0,0,0.07,Capcom,6.9,,E,
11762,Rayman 3: Hoodlum Havoc,XB,2003,Platform,0.06,0.02,0,0,0.07,Ubisoft,7.3,,E,
11763,Again,DS,2009,Adventure,0.07,0,0,0,0.07,Ackkstudios,6,,T,
11768,Jimmie Johnson's Anything With an Engine,PS3,2011,Racing,0.07,0,0,0.01,0.07,Konami Digital Entertainment,7.3,,E10,
11769,Super Ghouls 'n Ghosts,GBA,2002,Platform,0.05,0.02,0,0,0.07,Capcom,7.5,,E,
11770,Boxing,PS,2000,Fighting,0.04,0.03,0,0,0.07,Midas Interactive Entertainment,5.9,,T,
11779,Gladius,GC,2003,Strategy,0.06,0.01,0,0,0.07,Activision,8.3,,T,
11789,Record of Agarest War,PS3,2007,Role-Playing,0,0.03,0.03,0.01,0.07,Ghostlight,7,,T,
11791,The Rub Rabbits!,DS,2005,Puzzle,0.03,0,0.04,0,0.07,Sega,7.3,,T,
11800,Smashing Drive,GC,N/A,Racing,0.06,0.01,0,0,0.07,Unknown,4.7,,T,
11804,Bomberman Max 2: Red Advance,GBA,2002,Puzzle,0.05,0.02,0,0,0.07,Vivendi Games,7.5,,E,
11805,Resident Evil Zero,XOne,2016,Action,0.05,0.02,0,0.01,0.07,Capcom,8.2,,M,
11809,Tomb Raider: Legend,DS,2006,Action,0.04,0.02,0,0.01,0.07,Eidos Interactive,6.3,,T,
11812,Still Life,XB,2005,Adventure,0.05,0.02,0,0,0.07,Microids,6.4,,M,
11819,I-Ninja,XB,2003,Platform,0.05,0.02,0,0,0.07,Namco Bandai Games,7.2,,T,
11820,Kengo: Legend of The 9,X360,2006,Fighting,0.06,0.01,0,0.01,0.07,Majesco Entertainment,4.8,,M,
11823,Harlem Globetrotters: World Tour,DS,2006,Sports,0.07,0,0,0.01,0.07,Zoo Digital Publishing,2.7,,E,
11827,You Don't Know Jack,DS,2011,Misc,0.07,0,0,0.01,0.07,THQ,6,,T,
11831,Beyond Good & Evil,GC,2003,Adventure,0.06,0.01,0,0,0.07,Ubisoft,8.3,,T,
11842,Spot Goes to Hollywood,PS,1996,Platform,0.04,0.03,0,0,0.07,Virgin Interactive,4.4,,E,
11854,Backyard Hockey,DS,2007,Sports,0.07,0,0,0.01,0.07,Atari,6,,E,
11856,Romance of the Three Kingdoms XI,PS2,2007,Strategy,0,0,0.07,0,0.07,Tecmo Koei,7.6,,E10,
11868,TMNT: Mutant Melee,GC,2005,Fighting,0.06,0.01,0,0,0.07,Konami Digital Entertainment,4.2,,T,
11878,Disney's Donald Duck Advance,GBA,2001,Platform,0.05,0.02,0,0,0.07,Ubisoft,6.5,,E,
11879,Dark Souls,PC,2012,Role-Playing,0,0.06,0,0.01,0.07,Namco Bandai Games,9,,M,
11885,SNK Arcade Classics Vol. 1,Wii,2008,Misc,0.06,0,0,0.01,0.07,Ignition Entertainment,6.7,,T,
11894,Tom Clancy's Ghost Recon 2,GC,2005,Shooter,0.06,0.01,0,0,0.07,Ubisoft,5.7,,T,
11902,The King of Fighters: Evolution,DC,2000,Fighting,0,0,0.07,0,0.07,SNK,7.6,,T,
11906,All-Star Baseball 2004,GBA,2003,Sports,0.05,0.02,0,0,0.07,Acclaim Entertainment,7.4,,E,
11908,Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,0.06,0,0,0.01,0.07,Ubisoft,7.8,,M,
11910,"Flower, Sun, and Rain",DS,2008,Adventure,0.07,0,0,0.01,0.07,Rising Star Games,5.7,,T,
11914,Dave Mirra BMX Challenge,PSP,2006,Sports,0.06,0,0,0.01,0.07,Oxygen Interactive,3.5,,E,
11917,Alexi Lalas International Soccer,PS,1998,Sports,0.04,0.03,0,0,0.07,Take-Two Interactive,4.4,,E,
11918,Operation Flashpoint: Red River,PC,2011,Shooter,0.01,0.04,0,0.01,0.07,Codemasters,6.8,,M,
11919,F.E.A.R. 2: Project Origin,PC,2009,Shooter,0.01,0.05,0,0.01,0.07,Warner Bros. Interactive Entertainment,7.9,8.5,M,M
11923,Dream Trigger 3D,3DS,N/A,Shooter,0.04,0.02,0,0.01,0.07,D3Publisher,5.7,,E,
11931,Haunting Ground,PS2,2005,Action,0.03,0.03,0,0.01,0.07,Capcom,6.6,,M,
11933,Kane & Lynch 2: Dog Days,PC,2010,Shooter,0,0.06,0,0.01,0.07,Square Enix,6.3,,M,
11935,Disney Sports Skateboarding,GBA,2002,Sports,0.05,0.02,0,0,0.07,Konami Digital Entertainment,2.6,,E,
11943,Damnation,X360,2009,Shooter,0.06,0.01,0,0.01,0.07,Codemasters,3.1,,M,
11946,Fable: The Lost Chapters,PC,2005,Role-Playing,0.01,0.05,0,0.01,0.07,Microsoft Game Studios,8.1,,M,
11949,Second Sight,XB,2004,Adventure,0.05,0.02,0,0,0.07,Codemasters,7,,T,
11950,Metal Gear Solid,GB,2000,Action,0,0,0.07,0,0.07,Konami Digital Entertainment,8.5,,M,
11956,Open Season,Wii,2006,Platform,0.06,0,0,0.01,0.07,Ubisoft,5,,E10,
11957,Football Manager 2010,PC,2009,Sports,0,0.06,0,0.01,0.07,Sega,8.7,,E,
11958,Dave Mirra BMX Challenge,Wii,2007,Sports,0.06,0,0,0.01,0.07,505 Games,3.5,,E,
11960,Vanguard Bandits,PS,1998,Strategy,0.04,0.03,0,0,0.07,Human Entertainment,6.4,,T,
11963,Bionicle Heroes,X360,2006,Shooter,0.05,0.01,0,0.01,0.07,Eidos Interactive,4.7,,E10,
11966,Silent Hill: Origins,PS2,2008,Action,0.03,0.03,0,0.01,0.07,Konami Digital Entertainment,7.8,,M,
11967,Blast Radius,PS,1998,Action,0.04,0.03,0,0,0.07,Psygnosis,6.6,,E,
11975,Taz Wanted,XB,2002,Platform,0.05,0.02,0,0,0.07,Atari,5.5,,E,
11976,Harry Potter and the Sorcerer's Stone,XB,2003,Action,0.05,0.02,0,0,0.07,Electronic Arts,6.6,,E,
11981,Wallace & Gromit in Project Zoo,GC,2003,Platform,0.05,0.01,0,0,0.07,BAM! Entertainment,6.6,,E,
11983,Aero Gauge,N64,1997,Racing,0.06,0.01,0,0,0.07,ASCII Entertainment,4.5,,E,
11984,Battlezone: Rise of the Black Dogs,N64,2000,Strategy,0.06,0.01,0,0,0.07,Crave Entertainment,7.3,,E,
11986,Shadowgate 64: Trials of the Four Towers,N64,1999,Adventure,0.06,0.01,0,0,0.07,Kemco,5.4,,E,
11993,Hearts of Iron III,PC,2009,Strategy,0.01,0.04,0,0.01,0.07,Paradox Interactive,7.9,,E10,
11997,Ant Nation,DS,2009,Simulation,0.06,0.01,0,0.01,0.07,Konami Digital Entertainment,4.1,,E10,
11998,FIFA Soccer 2004,GC,2003,Sports,0.05,0.01,0,0,0.07,Electronic Arts,6.4,,E,
12002,Rayman 3: Hoodlum Havoc,GC,2003,Platform,0.05,0.01,0,0,0.07,Ubisoft,7.3,,E,
12006,Ultimate Marvel vs. Capcom 3,X360,2011,Fighting,0,0.03,0.04,0,0.07,Capcom,8.3,,T,
12011,Anubis II,Wii,2007,Platform,0.06,0,0,0,0.07,Metro 3D,1.5,,E,
12013,Ghost in the Shell: Stand Alone Complex,PSP,2005,Adventure,0.06,0,0,0.01,0.07,Atari,5.7,,T,
12035,Circuit Breakers,PS,1998,Racing,0.04,0.03,0,0,0.07,Mindscape,5.9,,E,
12037,Catwoman,GC,2004,Action,0.05,0.01,0,0,0.07,Electronic Arts,4.6,,T,
12051,Spartan: Total Warrior,GC,2005,Action,0.05,0.01,0,0,0.07,Sega,7,,M,
12056,Xbox Live Arcade Unplugged Volume 1,X360,2006,Misc,0.05,0.01,0,0.01,0.07,Microsoft Game Studios,7.4,,T,
12063,Crazy Taxi 2,DC,2001,Racing,0,0,0.07,0,0.07,Sega,8.3,,T,
12065,Tank! Tank! Tank!,WiiU,2012,Action,0.02,0.01,0.05,0,0.07,Namco Bandai Games,4.7,,E10,
12068,Command & Conquer 3: Tiberium Wars,PC,2007,Strategy,0,0.06,0,0.01,0.07,Electronic Arts,7.6,,T,
12081,Dino Master: Dig Discover Duel,DS,2005,Strategy,0.06,0,0,0,0.07,Majesco Entertainment,2.5,,E,
12090,Dragon Valor,PS,1999,Role-Playing,0.04,0.03,0,0,0.07,Sony Computer Entertainment,6.1,,T,
12093,Midway Arcade Treasures 3,GC,2005,Misc,0.05,0.01,0,0,0.07,Midway Games,6.1,,E,
12095,Firefighter F.D.18,PS2,2004,Action,0.03,0.03,0,0.01,0.07,Konami Digital Entertainment,5.9,,T,
12096,Resident Evil 5,PC,2009,Action,0.01,0.04,0,0.01,0.07,Capcom,8.6,8.8,M,M
12108,The Powerpuff Girls: Relish Rampage,GC,2002,Action,0.05,0.01,0,0,0.07,BAM! Entertainment,3.8,,E,
12110,Alan Wake,PC,2012,Action,0,0.06,0,0.01,0.07,Nordic Games,8.3,,T,
12112,Army Men: RTS,GC,2004,Strategy,0.05,0.01,0,0,0.07,Global Star,6.1,,T,
12115,Dragoneer's Aria,PSP,2007,Role-Playing,0.02,0,0.05,0,0.07,Tecmo Koei,5.2,,E10,
12122,Obscure,PS2,2004,Adventure,0.03,0.03,0,0.01,0.07,Microids,6.8,,M,
12125,Mario Tennis,Wii,2010,Sports,0,0.06,0,0.01,0.07,Nintendo,8.8,,E,
12131,Alex Rider: Stormbreaker,DS,N/A,Action,0.06,0,0,0,0.07,THQ,4,,T,
12136,Hammerin' Hero,PSP,2008,Action,0.06,0,0,0.01,0.07,Irem Software Engineering,7,,E10,
12139,God Hand,PS2,2006,Action,0,0,0.07,0,0.07,Capcom,7,,M,
12150,FIFA Soccer 06,GBA,2005,Sports,0.05,0.02,0,0,0.07,Electronic Arts,7.6,,E,
12152,James Bond 007: Blood Stone,DS,2010,Shooter,0.05,0.01,0,0,0.07,Activision,6.2,,T,
12155,Future Tactics: The Uprising,PS2,2004,Strategy,0.03,0.03,0,0.01,0.07,Crave Entertainment,6.8,,T,
12156,Driver: Parallel Lines,XB,2006,Racing,0.05,0.01,0,0,0.07,Atari,5.9,,M,
12157,Cities XL 2012,PC,2011,Strategy,0.01,0.05,0,0.01,0.07,Focus Home Interactive,6,,E,
12164,Batman: Rise of Sin Tzu,GBA,2003,Action,0.05,0.02,0,0,0.07,Ubisoft,5.5,,E,
12168,Major League Baseball 2K10,PSP,2010,Sports,0.06,0,0,0,0.07,Take-Two Interactive,2.8,,E,
12170,Disney's Party,GBA,2003,Misc,0.05,0.02,0,0,0.07,Hudson Entertainment,4,,E,
12172,X-Men: The Official Game,GBA,2006,Action,0.05,0.02,0,0,0.07,Activision,4.8,,T,
12186,Rayman Arena,XB,N/A,Racing,0.05,0.01,0,0,0.07,Unknown,5,,E,
12192,Centipede / Breakout / Warlords,GBA,2005,Misc,0.05,0.02,0,0,0.07,Zoo Digital Publishing,5.6,,E,
12201,Worms 3D,GC,2003,Strategy,0.05,0.01,0,0,0.07,Sega,7.5,,T,
12203,Monster Tale,DS,2011,Platform,0.06,0,0,0,0.07,Majesco Entertainment,7.7,,E,
12222,Gunstar Super Heroes,GBA,2005,Shooter,0.05,0.02,0,0,0.07,Sega,8,,E10,
12224,C: The Contra Adventure,PS,1998,Shooter,0.04,0.02,0,0,0.07,Konami Digital Entertainment,4.2,,T,
12226,Frogger Advance: The Great Quest,GBA,2002,Action,0.05,0.02,0,0,0.07,Konami Digital Entertainment,5.5,,E,
12230,Disney Infinity,PSV,2013,Action,0.05,0,0,0.02,0.07,Disney Interactive Studios,7.6,,E10,
12232,Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,0.03,0.02,0,0.01,0.07,THQ,5.5,,M,
12238,"Warhammer 40,000: Squad Command",DS,2007,Strategy,0.05,0.01,0,0.01,0.07,THQ,6.6,,T,
12248,Hot Wheels: Burnin' Rubber,GBA,2001,Racing,0.05,0.02,0,0,0.06,THQ,8,,E,
12256,RPG Maker 3,PS2,2004,Role-Playing,0.03,0.02,0,0.01,0.06,Enterbrain,7,,E10,
12257,Zatch Bell! Mamodo Battles,GC,2005,Fighting,0.05,0.01,0,0,0.06,Namco Bandai Games,7,,T,
12260,Desert Strike Advance,GBA,2002,Simulation,0.05,0.02,0,0,0.06,Electronic Arts,6.8,,E,
12261,Kabuki Warriors,XB,2001,Action,0.05,0.01,0,0,0.06,Genki,1,,M,
12263,Disney's Chicken Little: Ace In Action,DS,2006,Shooter,0.06,0,0,0,0.06,Disney Interactive Studios,6,,E,
12264,IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,0.06,0,0,0,0.06,505 Games,5,,E10,
12266,The LEGO Movie Videogame,PC,2014,Action,0.02,0.04,0,0.01,0.06,Warner Bros. Interactive Entertainment,6,,E10,
12276,Bionicle,XB,2003,Action,0.05,0.01,0,0,0.06,Electronic Arts,4.8,,E,
