metascore,name,console,userscore,date
76,SNIPER ELITE,PC,7.8,27-Oct-05
75,TAK: THE GREAT JUJU CHALLENGE,GC,8.1,19-Sep-05
75,BATTLE OF BRITAIN II: WINGS OF VICTORY,PC,4,12-Sep-05
75,TONY HAWK'S AMERICAN WASTELAND,X360,7.4,16-Nov-05
75,BLITZKRIEG 2,PC,7.6,2-Oct-05
75,DANCE DANCE REVOLUTION ULTRAMIX 3,XBOX,8.6,15-Nov-05
75,BUST-A-MOVE DS,DS,7.3,6-Dec-05
75,RUGBY 2005,XBOX,7.7,8-Mar-05
75,BLACK & WHITE 2,PC,7.3,4-Oct-05
75,ARCHER MACLEAN'S MERCURY,PSP,6.7,6-Apr-05
75,THE SIMS 2,PS2,4.6,24-Oct-05
75,QUAKE 4,X360,6.8,18-Nov-05
75,DARKWATCH,XBOX,8.1,16-Aug-05
75,METAL GEAR ACID,PSP,6.9,22-Mar-05
75,SHADOW OF ROME,PS2,8.4,8-Feb-05
75,SMASH T.V.,X360,8.1,24-Nov-05
75,NBA STREET SHOWDOWN,PSP,8.3,27-Apr-05
75,MYST IV: REVELATION,XBOX,tbd,29-Mar-05
75,STELLA DEUS: THE GATE OF ETERNITY,PS2,8.4,26-Apr-05
75,GUN,X360,7.5,16-Nov-05
74,ZOO KEEPER,DS,7.5,18-Jan-05
74,WAR WORLD: TACTICAL COMBAT,PC,7.5,2-Aug-05
74,RADIATA STORIES,PS2,8.5,6-Sep-05
74,DARKSTALKERS CHRONICLE: THE CHAOS TOWER,PSP,7.9,24-Mar-05
74,NEED FOR SPEED UNDERGROUND RIVALS,PSP,8.4,14-Mar-05
74,DR. MARIO / PUZZLE LEAGUE,GBA,7.8,28-Nov-05
74,GENJI: DAWN OF THE SAMURAI,PS2,8.6,20-Sep-05
74,DAI SENRYAKU VII: MODERN MILITARY TACTICS,XBOX,8.8,16-Feb-05
74,RIDGE RACER 6,X360,7.4,17-Nov-05
74,MADDEN NFL 06,X360,5.2,16-Nov-05
74,ATELIER IRIS: ETERNAL MANA,PS2,7.8,28-Jun-05
74,INFECTED,PSP,8.3,15-Nov-05
74,CASTLEVANIA: CURSE OF DARKNESS,XBOX,7,1-Nov-05
74,PUMP IT UP: EXCEED,XBOX,7.5,29-Aug-05
73,KESSEN III,PS2,8.1,22-Feb-05
73,SCRAPLAND,XBOX,7,28-Feb-05
73,NAMCO MUSEUM BATTLE COLLECTION,PSP,7.5,23-Aug-05
73,YOSHI TOUCH & GO,DS,6.9,14-Mar-05
73,NFL STREET 2 UNLEASHED,PSP,7.3,21-Mar-05
73,COSSACKS II: NAPOLEONIC WARS,PC,7.2,27-Apr-05
73,VIEWTIFUL JOE: DOUBLE TROUBLE!,DS,7.4,18-Nov-05
73,FRITZ 9: PLAY CHESS,PC,5.6,15-Dec-05
73,COLD WINTER,PS2,8.3,11-May-05
73,LASER SQUAD NEMESIS,PC,7.3,26-Apr-05
73,WILD ARMS ALTER CODE: F,PS2,8.3,15-Nov-05
73,SECOND SIGHT,PC,7.4,18-Feb-05
73,POLARIUM,DS,8.4,18-Apr-05
73,SACRED UNDERWORLD,PC,7.4,16-Aug-05
73,XENOSAGA EPISODE II: JENSEITS VON GUT UND BOSE,PS2,8.2,15-Feb-05
73,IT'S MR. PANTS,GBA,tbd,15-Nov-05
73,THE SUFFERING: TIES THAT BIND,PC,7.7,2-Oct-05
73,THE KING OF FIGHTERS 02/03,PS2,8.6,8-Feb-05
73,THE MATRIX: PATH OF NEO,XBOX,7.3,7-Nov-05
73,SPARTAN: TOTAL WARRIOR,GC,8.1,27-Oct-05
73,EARTH 2160,PC,7.4,16-Nov-05
73,YU-GI-OH! NIGHTMARE TROUBADOUR,DS,8.4,30-Aug-05
73,MADAGASCAR,PC,7.3,24-May-05
72,SERIOUS SAM II,XBOX,6.3,11-Oct-05
72,MEDAL OF HONOR: EUROPEAN ASSAULT,XBOX,7,7-Jun-05
72,NBA 06,PSP,5.4,4-Oct-05
70,GUNPEY DS,DS,tbd,17-Nov-06
70,SCURGE: HIVE,DS,7.2,1-Nov-06
70,THE OUTFIT,X360,7.6,13-Mar-06
70,XYANIDE,XBOX,7.7,15-Aug-06
70,FULL AUTO,X360,7.7,14-Feb-06
70,PIRATES OF THE CARIBBEAN: DEAD MAN'S CHEST,GBA,6.6,27-Jun-06
70,FULL SPECTRUM WARRIOR: TEN HAMMERS,PC,7.5,4-Apr-06
70,GREG HASTINGS' TOURNAMENT PAINTBALL MAX'D,PS2,8.2,26-Sep-06
70,ULTIMATE MORTAL KOMBAT 3,X360,6.6,22-Oct-06
70,MIDWAY ARCADE TREASURES DELUXE EDITION,PC,tbd,17-Feb-06
70,NANCY DREW: DANGER BY DESIGN,PC,5.4,11-Jul-06
70,DRAGON BALL Z: SHIN BUDOKAI,PSP,8,7-Mar-06
70,MORTAL KOMBAT: UNCHAINED,PSP,8.5,13-Nov-06
69,ROGUE TROOPER,PC,7.9,23-May-06
69,THE SECRETS OF DA VINCI: THE FORBIDDEN MANUSCRIPT,PC,7,7-Jun-06
69,WILD ARMS 4,PS2,6.8,10-Jan-06
69,POKEMON RANGER,DS,7.5,30-Oct-06
69,MARIO HOOPS: 3 ON 3,DS,7.9,11-Sep-06
69,MAGICAL STARSIGN,DS,7.9,23-Oct-06
69,WORLD SERIES OF POKER: TOURNAMENT OF CHAMPIONS,X360,7.3,21-Sep-06
69,PQ: PRACTICAL INTELLIGENCE QUOTIENT,PSP,tbd,10-Jan-06
69,NBA BALLERS: REBOUND,PSP,7.7,9-May-06
69,BLACK & WHITE 2 - BATTLE OF THE GODS,PC,8.5,24-Apr-06
69,.HACK//G.U. VOL. 1//REBIRTH,PS2,8.1,24-Oct-06
69,DRIVER: PARALLEL LINES,XBOX,4.6,14-Mar-06
69,TONY HAWK'S DOWNHILL JAM,WII,6.2,14-Nov-06
69,NBA BALLERS: PHENOM,PS2,8.5,5-Apr-06
69,BLITZ: THE LEAGUE,X360,6.5,13-Nov-06
69,MARC ECKO'S GETTING UP: CONTENTS UNDER PRESSURE,PS2,7.3,14-Feb-06
69,GALLOP RACER 2006,PS2,8.3,2-May-06
69,SINGSTAR ROCKS!,PS2,7,14-Nov-06
69,COSSACKS II: BATTLE FOR EUROPE,PC,8,28-Jun-06
68,JOINT TASK FORCE,PC,7.7,12-Sep-06
68,PAINKILLER: HELL WARS,XBOX,7.6,24-Jul-06
68,KEEPSAKE,PC,6.2,31-Mar-06
68,DR. SUDOKU,GBA,tbd,3-May-06
68,MX VS. ATV UNLEASHED: ON THE EDGE,PSP,8.1,27-Feb-06
68,NFL STREET 3,PSP,8.3,14-Nov-06
68,WORLD RACING 2,PC,7.4,14-Aug-06
68,SWORD OF THE STARS,PC,7.2,17-Aug-06
68,THE LEGEND OF SPYRO: A NEW BEGINNING,DS,6.1,17-Oct-06
68,ICE AGE 2: THE MELTDOWN,PS2,8.1,14-Mar-06
68,ATELIER IRIS 2: THE AZOTH OF DESTINY,PS2,8,25-Apr-06
68,NANCY DREW: THE CREATURE OF KAPU CAVE,PC,7.3,19-Oct-06
68,SPIDER-MAN: BATTLE FOR NEW YORK,DS,6.8,14-Nov-06
68,BREAK 'EM ALL,DS,tbd,20-Jun-06
68,LOST MAGIC,DS,8.1,25-Apr-06
68,MAGNETICA,DS,8.1,5-Jun-06
68,DEATH JR. II: ROOT OF EVIL,PSP,7.3,31-Oct-06
68,BLAST FACTOR,PS3,6.4,17-Nov-06
68,THE RUB RABBITS!,DS,7.7,13-Feb-06
68,SPACE EMPIRES V,PC,7.7,16-Oct-06
68,JEWEL QUEST,X360,tbd,3-Mar-06
67,BEATMANIA,PS2,8.6,28-Mar-06
67,CSI: CRIME SCENE INVESTIGATION: 3 DIMENSIONS OF MURDER,PC,7.5,14-Mar-06
67,SCRATCHES,PC,8.1,8-Mar-06
67,POKEMON MYSTERY DUNGEON: RED RESCUE TEAM,GBA,8.3,18-Sep-06
67,TONY HAWK'S PROJECT 8,XBOX,6,7-Nov-06
67,BUST-A-MOVE DELUXE,PSP,tbd,4-Apr-06
67,HARVEST MOON DS,DS,7.4,12-Sep-06
74,TRACKMANIA,PC,8.5,8-Jul-04
74,SACRED,PC,7.7,25-Mar-04
74,NEMESIS OF THE ROMAN EMPIRE,PC,7.3,25-Mar-04
73,RED DEAD REVOLVER,PS2,7.9,3-May-04
73,THE EGYPTIAN PROPHECY,PC,6.6,30-Mar-04
73,POKEMON COLOSSEUM,GC,7.8,22-Mar-04
73,GUILTY GEAR ISUKA,PS2,7.5,2-Nov-04
73,THE SPONGEBOB SQUAREPANTS MOVIE,GC,7.7,27-Oct-04
73,BLITZKRIEG: ROLLING THUNDER,PC,7.6,30-Nov-04
73,ANARCHY ONLINE: ALIEN INVASION,PC,7,31-Aug-04
73,DRAGON BALL Z: SUPERSONIC WARRIORS,GBA,7,22-Jun-04
73,CRUSADER KINGS,PC,7.6,28-Sep-04
73,TIME OF DEFIANCE,PC,6.8,28-Sep-04
73,VIETCONG: FIST ALPHA,PC,8.1,4-Feb-04
73,EYETOY: GROOVE,PS2,8,20-Apr-04
73,BEYOND DIVINITY,PC,7.4,28-Apr-04
73,ARMORED CORE: NEXUS,PS2,8.7,28-Sep-04
73,WARLORDS BATTLECRY III,PC,8.5,19-May-04
73,CLASSIC NES SERIES: ZELDA II: THE ADVENTURE OF LINK,GBA,7.2,25-Oct-04
72,BUJINGAI: THE FORSAKEN CITY,PS2,7.5,25-Jul-04
72,SIREN,PS2,7.8,20-Apr-04
72,SILENT HILL 3,PC,8.8,6-Apr-04
72,SAMURAI WARRIORS: XTREME LEGENDS,PS2,8.6,9-Nov-04
72,TOM CLANCY'S RAINBOW SIX 3: ATHENA SWORD,PC,7.4,9-Mar-04
72,TEST DRIVE: EVE OF DESTRUCTION,XBOX,8.7,25-Aug-04
72,SUDEKI,XBOX,8.2,20-Jul-04
72,SHREK 2,GBA,3.8,28-Apr-04
72,SEGA GT ONLINE,XBOX,7.7,27-Jan-04
72,ZOO TYCOON 2,PC,8.2,11-Nov-04
72,THE POLITICAL MACHINE,PC,5.4,12-Aug-04
72,SEGA SUPERSTARS,PS2,7.5,3-Nov-04
72,URU: THE PATH OF THE SHELL,PC,7,7-Jul-04
72,INDYCAR SERIES 2005,XBOX,tbd,22-Jun-04
72,ALL-STAR BASEBALL 2005,PS2,8.6,8-Apr-04
71,PHANTASY STAR ONLINE EPISODE III: C.A.R.D. REVOLUTION,GC,8.5,2-Mar-04
71,CT SPECIAL FORCES,GBA,tbd,4-Jan-04
71,SYBERIA II,XBOX,7.4,5-Oct-04
71,MARIO PARTY 6,GC,8,6-Dec-04
71,SPACE INTERCEPTOR: PROJECT FREEDOM,PC,6.6,9-Nov-04
71,SAMURAI WARRIORS,XBOX,6.4,13-Jul-04
71,STARSHATTER,PC,8.7,1-Jul-04
71,TY THE TASMANIAN TIGER 2: BUSH RESCUE,PS2,8.2,12-Oct-04
71,BREAKDOWN,XBOX,8.1,16-Mar-04
71,TAK 2: THE STAFF OF DREAMS,PS2,8.3,11-Oct-04
71,DYNASTY WARRIORS 4: EMPIRES,PS2,8.7,31-Aug-04
71,RESIDENT EVIL OUTBREAK,PS2,8.4,31-Mar-04
71,SENTINEL: DESCENDANTS IN TIME,PC,tbd,14-Dec-04
71,MEN OF VALOR,PC,6.2,29-Oct-04
71,EYETOY: ANTIGRAV,PS2,7.8,9-Nov-04
70,TOM CLANCY'S GHOST RECON: JUNGLE STORM,PS2,6.3,16-Mar-04
70,DESERT RATS VS. AFRIKA KORPS,PC,7.5,31-Mar-04
70,STEEL BATTALION: LINE OF CONTACT,XBOX,8,27-Feb-04
70,GALLOP RACER 2004,PS2,8.7,31-Aug-04
70,TENCHU: RETURN FROM DARKNESS,XBOX,6,10-Mar-04
70,BOMBERMAN JETTERS,GC,7.9,10-Mar-04
70,THE URBZ: SIMS IN THE CITY,XBOX,6.5,9-Nov-04
70,.HACK//QUARANTINE PART 4,PS2,8.3,14-Jan-04
70,KILLZONE,PS2,7.3,2-Nov-04
70,TOM CLANCY'S RAINBOW SIX 3,PS2,8.1,24-Mar-04
70,PINBALL HALL OF FAME - THE GOTTLIEB COLLECTION,XBOX,tbd,18-Nov-04
70,MR. DRILLER: DRILL SPIRITS,DS,8,30-Nov-04
70,YAGER,XBOX,8,5-Oct-04
70,DELTA FORCE: BLACK HAWK DOWN - TEAM SABRE,PC,7.6,20-Jan-04
69,SHARK TALE,GC,4.5,27-Sep-04
73,RISE OF THE TOMB RAIDER: BABA YAGA - THE TEMPLE OF THE WITCH,XONE,7.7,26-Jan-16
72,HEADMASTER,PS4,7.1,13-Oct-16
72,TRICKY TOWERS,PS4,7,2-Aug-16
72,WAYWARD SKY,PS4,7.1,10-Oct-16
72,RETURN TO POPOLOCROIS: A STORY OF SEASONS FAIRYTALE,3DS,6.7,1-Mar-16
72,GURUMIN 3D: A MONSTROUS ADVENTURE,3DS,7.6,13-Oct-16
72,HITMAN GO: DEFINITIVE EDITION,PC,4.1,23-Feb-16
72,YO-KAI WATCH 2: BONY SPIRITS,3DS,7.7,30-Sep-16
72,LET IT DIE,PS4,7.3,3-Dec-16
72,RAY GIGANT,VITA,8.1,3-May-16
72,DRAGON BALL: XENOVERSE 2,PS4,7.7,25-Oct-16
72,SUPERDIMENSION NEPTUNE VS SEGA HARD GIRLS,VITA,8.2,18-Oct-16
72,DUKE NUKEM 3D: 20TH ANNIVERSARY WORLD TOUR,PC,7.1,11-Oct-16
72,PSYCHO-PASS: MANDATORY HAPPINESS,PS4,6.8,13-Sep-16
72,UEFA EURO 2016,PS4,6.3,21-Apr-16
72,MINECRAFT: STORY MODE - EPISODE 5: ORDER UP!,PS4,6.1,29-Mar-16
72,JUST CAUSE 3: SKY FORTRESS,PS4,7.2,15-Mar-16
72,VALLEY,PS4,7.1,23-Aug-16
72,DISNEY ART ACADEMY,3DS,7,13-May-16
72,UNTIL DAWN: RUSH OF BLOOD,PS4,7.7,13-Oct-16
72,THE DEADLY TOWER OF MONSTERS,PS4,7,19-Jan-16
72,REPUBLIQUE,PS4,5.9,22-Mar-16
72,VALKYRIE DRIVE: BHIKKHUNI,VITA,8,11-Oct-16
72,CITIES: SKYLINES - SNOWFALL,PC,6.7,18-Feb-16
72,DRAGON BALL: FUSIONS,3DS,8,22-Nov-16
72,MORDHEIM: CITY OF THE DAMNED,PS4,6,18-Oct-16
72,TOTAL WAR: WARHAMMER - CALL OF THE BEASTMEN,PC,4.2,28-Jul-16
72,DEMETRIOS - THE BIG CYNICAL ADVENTURE,PC,7.6,31-May-16
71,DEAD RISING TRIPLE PACK,PS4,6.7,13-Sep-16
71,TOY ODYSSEY: THE LOST AND FOUND,XONE,tbd,21-Sep-16
71,BOUND,PS4,7.1,16-Aug-16
71,LEGO MARVEL'S AVENGERS,XONE,5.3,26-Jan-16
71,STEEP,PS4,6.5,2-Dec-16
71,JOB SIMULATOR,PS4,7,13-Oct-16
71,DEPONIA,PS4,6.2,1-Dec-16
71,TUMBLESTONE,XONE,4.8,16-Jul-16
71,FACTOTUM 90,XONE,5.9,10-Feb-16
71,MEGADIMENSION NEPTUNIA VII,PS4,7.2,2-Feb-16
71,KLANG,PC,tbd,22-Sep-16
71,HITMAN - EPISODE 4: BANGKOK,PS4,7.1,16-Aug-16
71,CORPSE PARTY,PC,7.3,25-Apr-16
71,SONG OF THE DEEP,PC,6.8,12-Jul-16
71,MANTIS BURN RACING,PS4,7.1,12-Oct-16
71,FENIX FURIA,PS4,5,7-Jun-16
71,ARAGAMI,PS4,7.1,10-Oct-16
71,THE DETAIL,PC,6.8,28-Apr-16
71,TACHYON PROJECT,PS4,6,19-Jan-16
71,DARK SOULS III: ASHES OF ARIANDEL,PS4,7.2,25-Oct-16
71,UNO,PS4,6.3,16-Aug-16
71,CRAZY MACHINES 3,PC,6.5,18-Oct-16
71,ASSASSIN'S CREED: THE EZIO COLLECTION,XONE,7.2,15-Nov-16
71,SAMURAI WARRIORS 4 EMPIRES,PS4,7.1,15-Mar-16
71,RIPTIDE GP: RENEGADE,PS4,6.6,26-Jul-16
71,CHAMBARA,PS4,6,26-Jul-16
71,THE CLIMB,PC,7.2,28-Apr-16
71,TRANSPORT FEVER,PC,7.3,8-Nov-16
71,EDGE OF NOWHERE,PC,6.6,6-Jun-16
71,AMAZING DISCOVERIES IN OUTER SPACE,PS4,6.4,2-Feb-16
71,HALCYON 6: STARBASE COMMANDER,PC,7.6,8-Sep-16
71,FAIRY FENCER F: ADVENT DARK FORCE,PS4,6.8,26-Jul-16
71,SHERLOCK HOLMES: THE DEVIL'S DAUGHTER,PS4,7.1,25-Oct-16
70,DEADLIGHT: DIRECTOR'S CUT,PS4,6.6,21-Jun-16
70,I AM SETSUNA,PC,7.2,19-Jul-16
70,BRIGADOR,PC,7.6,2-Jun-16
70,GOD EATER RESURRECTION,PS4,7.2,29-Jun-16
70,HITMAN - EPISODE 5: COLORADO,PS4,7.2,27-Sep-16
74,STORY OF SEASONS: TRIO OF TOWNS,3DS,8,28-Feb-17
74,ALONE WITH YOU,PC,5.6,9-Feb-17
74,MARVEL'S GUARDIANS OF THE GALAXY - EPISODE 1: TANGLED UP IN BLUE,XONE,5.2,18-Apr-17
74,EXPEDITIONS: VIKING,PC,8.1,27-Apr-17
74,MAGES OF MYSTRALIA,PC,8.4,18-May-17
74,CHROMAGUN,PS4,5.6,22-Aug-17
74,COLLAR X MALICE,VITA,8.2,28-Jul-17
74,PINBALL FX 2: STAR WARS PINBALL - ROGUE ONE,PS4,2.2,31-Jan-17
74,MILKMAID OF THE MILKY WAY,PC,7.1,5-Jan-17
74,GOD WARS: FUTURE PAST,PS4,7,28-Mar-17
74,SUPERBEAT: XONIC,Switch,6.9,21-Nov-17
74,SAMURAI WARRIORS: SPIRIT OF SANADA,PS4,6.6,23-May-17
74,CHROMA SQUAD,PS4,6.4,19-May-17
74,IMPLOSION - NEVER LOSE HOPE,Switch,7.5,6-Jul-17
74,ATELIER FIRIS: THE ALCHEMIST AND THE MYSTERIOUS JOURNEY,PS4,7,7-Mar-17
74,FIRE EMBLEM WARRIORS,Switch,8,20-Oct-17
74,KAMIKO,Switch,7.5,27-Apr-17
74,SPARC,PS4,7,29-Aug-17
74,CULDCEPT REVOLT,3DS,7.9,3-Oct-17
74,CAT QUEST,PS4,6.9,14-Nov-17
74,DEMON GAZE II,PS4,6.6,14-Nov-17
74,ORIENTAL EMPIRES,PC,6.5,14-Sep-17
74,MINECRAFT: STORY MODE SEASON TWO - EPISODE 2: GIANT CONSEQUENCES,PC,4.6,15-Aug-17
74,MIRAGE: ARCANE WARFARE,PC,3.7,23-May-17
73,CHICKEN WIGGLE,3DS,6.6,17-Aug-17
73,MAX: THE CURSE OF BROTHERHOOD,Switch,6,21-Dec-17
73,YO-KAI WATCH 2: PSYCHIC SPECTERS,3DS,8.1,29-Sep-17
73,REGALIA: OF MEN AND MONARCHS,PC,8,18-May-17
73,MOM HID MY GAME!,Switch,7.2,21-Dec-17
73,ASHES CRICKET,PS4,7.7,16-Nov-17
73,FARMING SIMULATOR: NINTENDO SWITCH EDITION,Switch,7.5,7-Nov-17
73,HUMAN: FALL FLAT,XONE,6.4,12-May-17
73,LEGO MARVEL SUPER HEROES 2,PS4,7.1,14-Nov-17
73,AVEN COLONY,PS4,6.9,25-Jul-17
73,YONO AND THE CELESTIAL ELEPHANTS,Switch,7.1,12-Oct-17
73,SPELLFORCE 3,PC,7.7,7-Dec-17
73,MARVEL'S GUARDIANS OF THE GALAXY - EPISODE 4: WHO NEEDS YOU,XONE,6,10-Oct-17
73,STARPOINT GEMINI WARLORDS,PC,7.2,23-May-17
73,YOOKA-LAYLEE,XONE,5.6,11-Apr-17
73,RAIDEN V: DIRECTOR'S CUT,PS4,6.4,10-Oct-17
73,NIDHOGG 2,PS4,5.9,15-Sep-17
73,CLADUN RETURNS: THIS IS SENGOKU!,PS4,6.1,6-Jun-17
73,CALL OF DUTY: WWII,PC,3.3,3-Nov-17
72,STYX: SHARDS OF DARKNESS,PS4,7,14-Mar-17
72,THE SURGE,PC,6.9,16-May-17
72,CASTLESTORM: VIRTUAL REALITY,PS4,4.3,1-Aug-17
72,TOWER 57,PC,7.2,16-Nov-17
72,88 HEROES,PS4,5.8,24-Mar-17
72,MASS EFFECT: ANDROMEDA,PC,4.9,21-Mar-17
72,THE WARDROBE,PC,7.1,15-Feb-17
72,PURRFECT DATE,PC,tbd,15-Dec-17
72,SEMISPHERES,Switch,5.8,14-Sep-17
72,SENKO NO RONDE 2,PS4,tbd,7-Sep-17
72,MATTERFALL,PS4,7.2,15-Aug-17
72,CONARIUM,PC,7,6-Jun-17
72,NBA LIVE 18,XONE,5.5,15-Sep-17
72,TINY TRAX,PS4,5.6,25-Jul-17
72,BUTCHER,XONE,5,10-May-17
72,PATAPON,PS4,5.5,1-Aug-17
72,DREAM DADDY: A DAD DATING SIMULATOR,PC,7.7,13-Jul-17
72,ECHO 2017,PC,7,19-Sep-17
72,MARVEL'S GUARDIANS OF THE GALAXY - EPISODE 5: DON'T STOP BELIEVIN',PS4,6.5,7-Nov-17
72,THE COUNT LUCANOR,Switch,7.1,19-Oct-17
72,DISC JAM,PS4,6.4,7-Mar-17
72,MEGATON RAINFALL,PS4,6.6,17-Oct-17
72,SERIAL CLEANER,PS4,7.1,11-Jul-17
64,THE SIMPSONS ROAD RAGE,PS2,7.5,24-Nov-01
64,FORTRESS,GBA,tbd,13-Aug-01
64,FLOIGAN BROS. EPISODE 1,DC,7.2,30-Jul-01
63,TOP GUN: COMBAT ZONES,PS2,3.3,21-Oct-01
63,THE WEAKEST LINK,PS,7.2,24-Sep-01
63,CITY CRISIS,PS2,6.2,17-Jul-01
63,KAO THE KANGAROO,DC,6.8,13-Feb-01
62,STAR TREK: VOYAGER ELITE FORCE EXPANSION PACK,PC,7.5,9-May-01
62,ONE PIECE MANSION,PS,tbd,30-Sep-01
62,KENGO: MASTER OF BUSHIDO,PS2,8.4,3-Jan-01
62,WWF ROAD TO WRESTLEMANIA,GBA,tbd,18-Nov-01
62,ESPN NBA 2NIGHT,PS2,tbd,13-Feb-01
62,HOSHIGAMI: RUINING BLUE EARTH,PS,8.7,20-Dec-01
62,REMOTE ASSAULT,PC,tbd,29-Jul-01
62,WAVE RALLY,PS2,4.5,26-Nov-01
62,AGE OF SAIL II,PC,tbd,1-Feb-01
61,PINOBEE: WINGS OF ADVENTURE,GBA,tbd,30-May-01
61,DISNEY'S ALADDIN IN NASIRA'S REVENGE,PS,6.7,15-Mar-01
61,AIRFORCE DELTA STORM,XBOX,7.1,14-Nov-01
61,ILLBLEED,DC,8.4,16-Apr-01
61,RUNE: HALLS OF VALHALLA,PC,7.5,26-Apr-01
61,ORIGINAL WAR,PC,8.8,3-Dec-01
61,18 WHEELER: AMERICAN PRO TRUCKER,PS2,5.6,14-Nov-01
61,X-MEN: REIGN OF APOCALYPSE,GBA,tbd,25-Sep-01
61,VIRTUA ATHLETE 2000,DC,7.3,10-Aug-01
61,SUNNY GARCIA SURFING,PS2,7.9,22-Oct-01
61,ROAD TO INDIA: BETWEEN HELL AND NIRVANA,PC,tbd,16-Sep-01
61,GANGSTERS 2: VENDETTA,PC,7.7,5-Jun-01
60,THE POWERPUFF GIRLS: MOJO JOJO A-GO-GO,GBA,tbd,27-Nov-01
60,ADVENTURE PINBALL: FORGOTTEN ISLAND,PC,7,21-Mar-01
59,DISNEY'S TARZAN UNTAMED,PS2,7.1,14-Nov-01
59,SOLDIER OF FORTUNE: GOLD EDITION,PS2,6.8,11-Nov-01
59,GREEN BERETS: POWERED BY MYTH II,PC,tbd,26-Jul-01
59,EMPIRE OF THE ANTS,PC,7,17-Jul-01
59,CONFLICT ZONE,PC,6,31-Oct-01
59,4X4 EVO 2,XBOX,6.2,14-Nov-01
59,MOTOR MAYHEM: VEHICULAR COMBAT LEAGUE,PS2,6.5,20-Jun-01
59,WARJETZ,PS2,5.5,27-Jun-01
59,MEN IN BLACK - THE SERIES: CRASHDOWN,PS,5.8,1-Nov-01
59,OUTLIVE,PC,8.8,19-Mar-01
59,KINGDOM UNDER FIRE: A WAR OF HEROES,PC,7.6,18-Jan-01
58,CASPER: SPIRIT DIMENSIONS,PS2,3.5,30-Sep-01
58,TRIPLE PLAY BASEBALL,PC,6.8,4-Mar-01
58,ODYSSEY: THE SEARCH FOR ULYSSES,PC,tbd,2-Jan-01
58,YANYA CABALLISTA: CITY SKATER,PS2,6.3,1-Oct-01
58,CART FURY CHAMPIONSHIP RACING,PS2,tbd,25-May-01
58,TAKEDA,PC,7.1,14-Nov-01
58,ESPN X GAMES SKATEBOARDING,PS2,7.7,13-Aug-01
58,STAR WARS: OBI-WAN,XBOX,5.9,19-Dec-01
58,HEAVY METAL: GEOMATRIX,DC,5.8,13-Sep-01
58,PITFALL: THE MAYAN ADVENTURE,GBA,tbd,10-Jun-01
58,DARKSTONE,PS,8.4,28-Jan-01
58,MOBILE SUIT GUNDAM: JOURNEY TO JABURO,PS2,8.2,6-Aug-01
57,ESPN GREAT OUTDOOR GAMES BASS 2002,GBA,tbd,29-Nov-01
57,BASS STRIKE,PS2,5.8,26-Sep-01
57,WORLD WAR II ONLINE: BLITZKRIEG,PC,7.1,4-Jun-01
57,MERCHANT PRINCE II,PC,tbd,30-Apr-01
57,POOL OF RADIANCE: RUINS OF MYTH DRANNOR,PC,5.9,28-Sep-01
57,THE WARD,PC,tbd,22-Jan-01
57,NHL FACEOFF 2001,PS2,4,5-Feb-01
57,ARMY MEN ADVANCE,GBA,tbd,10-Jun-01
56,DEADLY DOZEN,PC,7.5,31-Oct-01
56,TANG TANG,GBA,tbd,28-Aug-01
55,SURF ROCKET RACERS,DC,tbd,28-Feb-01
55,CODENAME: OUTBREAK,PC,7.5,24-Nov-01
55,GUNFIGHTER: THE LEGEND OF JESSE JAMES,PS,tbd,30-Nov-01
55,DRIVING EMOTION TYPE-S,PS2,3.5,29-Jan-01
54,ARMY MEN: SARGE'S HEROES 2,PS2,4.6,20-Mar-01
54,WORLD'S SCARIEST POLICE CHASES,PS,6.7,21-May-01
54,STAR WARS: BATTLE FOR NABOO,PC,6.5,11-Mar-01
54,CARNIVORES: ICE AGE,PC,7.2,15-Jan-01
53,NBA SHOOTOUT 2002,PS,tbd,1-Sep-01
53,AIDYN CHRONICLES: THE FIRST MAGE,N64,7.8,14-Mar-01
53,LEGENDS OF MIGHT AND MAGIC,PC,7.7,18-Jun-01
53,GORASUL: LEGACY OF THE DRAGON,PC,5.6,26-Nov-01
53,IRIDION 3D,GBA,tbd,29-May-01
53,CRUIS'N VELOCITY,GBA,tbd,30-Nov-01
53,RUNE: VIKING WARLORD,PS2,7.6,28-Jul-01
53,DARK ANGEL: VAMPIRE APOCALYPSE,PS2,5.6,8-Jul-01
53,PORTAL RUNNER,PS2,6.7,10-Sep-01
52,NCAA FINAL FOUR 2002,PS2,6.5,12-Nov-01
64,GODS WILL BE WATCHING,PC,6.4,24-Jul-14
63,CUBEMEN 2,WIIU,7.1,4-Sep-14
63,SNIPER ELITE III,XONE,6.6,1-Jul-14
63,DESTINY: THE DARK BELOW,PS4,3.1,9-Dec-14
63,LEMMINGS TOUCH,VITA,6.7,27-May-14
63,TABLE TOP RACING,VITA,6.8,5-Aug-14
63,FIST OF JESUS,PC,5.2,17-Oct-14
63,"SIR, YOU ARE BEING HUNTED",PC,6.5,2-May-14
63,PLAYSTATION VITA PETS,VITA,7.5,3-Jun-14
63,QUEST FOR INFAMY,PC,7.4,10-Jul-14
63,WEAPON SHOP DE OMASSE,3DS,7.4,20-Feb-14
62,BUZZ ALDRIN'S SPACE PROGRAM MANAGER,PC,6.6,31-Oct-14
